PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
11.756121274897092,35.03640030163565,3.821688961694375,9.568293958308464,8.652524856792141,19.833745140544217,2.8236143845439328,8.507611121584127
