PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
19.134615150185354,37.14879399108693,9.29788498113354,5.296466403772546,11.81678398043885,13.26363263742274,0.44818604591404493,3.593636810046002
