PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
19.351603278202884,26.528742740778068,11.65274968632606,8.981959434837794,3.828028725535177,17.919811528264212,2.873106136384763,8.863998469671044
