PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
12.716681821152578,23.728540264833192,24.774237364307993,7.694040707601284,4.688064128889498,16.29012461548514,2.267541689553542,7.840769408176778
