PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
24.681983931281625,36.242837744434794,16.291944740292465,3.4252239966793536,9.232956437333003,8.376496778159286,0.06796347300199329,1.6805928988174779
