PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
13.877148481021438,23.31597284177964,28.25957030204466,6.988472190555599,4.922875374790091,14.994959180030191,1.337612920044243,6.303388709734146
