PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
8.786297760250363,29.675246863178273,8.222649926535388,11.031305850304259,4.312953201463349,21.241364550666713,6.08560205287923,10.644579794722443
