Power PV,Power wind,Power CSP,Match demand,Minimize cost
19050.74172289967,42170.27011633161,21349.4209290306,969.5774252900446,49.851760108988834
19541.094136087304,42131.603340098394,20971.04003093963,0.0,49.80289653876587
19541.094136087304,42196.902772042435,20971.04003093963,16.57927844375081,49.79100625859961
12211.49601817179,44503.89365865071,13991.668301001722,0.0,51.28873172242622
16598.977706905076,43002.05634411566,21781.464620222298,0.0,50.10970453537817
5787.997140501891,43719.515105145634,17298.007736612682,0.0,52.29775726380601
19377.688783317084,42170.27011633161,20971.04003093963,0.0,49.82577819188562
7799.757138021887,42170.27011633161,20971.04003093963,0.0,51.91990979087185
19261.016358052275,42170.27011633161,20971.04003093963,0.0,49.84714511742158
18591.92115450715,42170.27011633161,20971.04003093963,0.0,49.96937005525463
19790.062578244742,42170.27011633161,20971.04003093963,1604.433420900874,49.75069046964965
19430.969748246684,42170.27011633161,20971.04003093963,0.0,49.8160182076832
17284.163939995186,42170.27011633161,20971.04003093963,0.0,50.207478378427695
6004.449382291445,49228.961831355075,10038.400522274249,282.32382586379026,51.81947548184658
19541.094136087304,42120.13336076076,20971.04003093963,0.0,49.804983226361934
8195.4556239669,43819.24602480435,20971.04003093963,0.0,51.554812486629785
13851.241476734682,43819.24602480435,20971.04003093963,0.0,50.53407835899772
19541.094136087304,42170.27011633161,20664.214247356496,0.0,49.82332720742688
16286.89967968042,42170.27011633161,20971.04003093963,0.0,50.38860838881075
14780.181623098884,42170.27011633161,20430.992768552704,0.0,50.709386181113786
18298.6393729906,43465.786068276335,20971.04003093963,2171.3364092251213,49.787632158186135
19541.094136087304,42170.27011633161,20955.220353314675,0.0,49.79728195802555
18548.288788390004,42170.27011633161,20971.04003093963,0.0,49.97736769176036
19541.094136087304,42634.00422822541,20971.04003093963,2331.940956521901,49.71190514707374
19873.37541812116,42063.70472453242,20971.04003093963,619.3970219346957,49.75464442058353
19541.094136087304,42170.27011633161,21341.999024781246,2134.4109014451096,49.7627486192432
20034.3530719896,42170.27011633161,20971.04003093963,2442.9312207304883,49.705963493546186
19541.094136087304,42170.27011633161,20971.04003093963,0.0,49.79585348322053
18481.01997794747,42170.27011633161,20829.15225222616,0.0,50.0021551405281
15981.763156304634,43747.72838002763,16309.814773463902,0.0,50.56511686693726
20444.634858653924,42170.27011633161,20510.750061426086,1279.6763733414555,49.67175153108039
11944.300120701857,42170.27011633161,20510.750061426086,0.0,51.21586517511298
17927.45344690344,43764.29247851368,15112.863390853829,179.04842460963482,50.31407663104377
20554.328425404037,42170.27011633161,20510.750061426086,1483.3610594738566,49.6516534799045
12416.235502847841,42170.27011633161,20510.750061426086,0.0,51.13078672013998
19374.466763876862,44724.25849524186,14890.98517278547,4505.6030521612465,49.898138088848725
19541.094136087304,42170.27011633161,20510.750061426086,0.0,49.8373133502771
19301.998670219422,42170.27011633161,20510.750061426086,0.0,49.881026625079585
