PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
12.515917610218064,41.14312601146923,2.610244798283914,7.743008593415998,9.491024282147675,18.073766673239305,2.0733288093218145,6.349583221904015
