PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
11.26613692233466,29.50163423524114,16.515631592313454,8.304349196005992,7.017712355449762,17.797548578262415,2.3301415700182924,7.26684555037427
