PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
13.790107897253455,22.840919490346653,27.312624580915077,6.74431175323224,6.820445146079859,14.908789937462792,1.353149938064986,6.229651256644936
