Date time,Hydraulic & pumping (MW),Wind (MW),PV (MW),CSP (MW),Biomass & biogas (MW),Cogeneration (MW),Combined cycle (MW),Importation (MW),Exportation (MW),Demand (MW)
04-09-2030 23:00:00,1431.258,3694.8289844927526,1.6295101799731482,4142.526140324867,5000.0,8500.0,552.3026280654594,7000.0,0.0,30322.545263063053
05-09-2030 00:00:00,987.085,3323.2638538678757,0.8568975946410521,3930.311272236962,5000.0,8500.0,380.7847451799098,7000.0,0.0,29122.301768879388
05-09-2030 01:00:00,899.652,2947.1642420724884,2.1492677373783766,3481.9129737771937,5000.0,8500.0,760.6848373210487,7000.0,0.0,28591.56332090811
05-09-2030 02:00:00,967.733,2589.7232609308767,1.9666502172089724,2918.2122557134853,5000.0,8500.0,1381.9368705915404,7000.0,0.0,28359.572037453112
05-09-2030 03:00:00,866.1279999999999,2615.393670863105,1.8051039493668066,2280.6125080494844,5000.0,8500.0,2449.069139452131,7000.0,0.0,28713.008422314088
05-09-2030 04:00:00,1381.234,2658.85684053399,6.2089956857597555,892.3531037095156,5000.0,8500.0,5260.099664508376,7000.0,0.0,30698.752604437643
05-09-2030 05:00:00,1745.2279999999998,2754.2722651118975,73.27879184336145,387.93356842435037,5000.0,8500.0,8226.095494900717,7000.0,0.0,33686.80812028032
05-09-2030 06:00:00,1743.7240000000002,3053.6269172097823,2663.0551066242206,248.95328235393063,5000.0,8500.0,7098.857691998044,7000.0,0.0,35308.21699818598
05-09-2030 07:00:00,2340.376,2611.0051451543677,9741.717565935332,2283.2356917357743,5000.0,8500.0,0.0,6985.586909717007,0.0,37461.92131254249
05-09-2030 08:00:00,2624.589,2546.4948034214917,15536.789570978808,12293.484593169407,0.0,5845.3099739847385,0.0,0.0,0.0,38846.66794155444
05-09-2030 09:00:00,2640.0769999999998,2782.808530259763,19627.808329066134,14715.091494024695,0.0,396.92710055507814,0.0,0.0,0.0,40162.71245390567
05-09-2030 10:00:00,3078.117,2962.7518909157006,21967.082572429998,14856.141257462397,0.0,0.0,0.0,0.0,0.0,41187.210873458585
05-09-2030 11:00:00,3341.497,2890.241611980741,23011.507289032706,14972.779493560938,0.0,0.0,0.0,0.0,0.0,42014.944873906636
05-09-2030 12:00:00,2719.6150000000002,2987.2467676693186,23070.436558041216,14938.622735007277,0.0,0.0,0.0,0.0,0.0,41141.66896043134
05-09-2030 13:00:00,2208.926,3333.281526710426,22136.305799870057,14904.832806889957,0.0,0.0,0.0,0.0,0.0,40498.43809481158
05-09-2030 14:00:00,2252.8579999999997,3703.5784227147556,20136.90383279378,14844.278099577703,0.0,0.0,0.0,0.0,0.0,40470.21767861949
05-09-2030 15:00:00,2377.238,4884.533649492441,16894.05214713325,14664.171276663135,0.0,0.0,0.0,0.0,0.0,40455.620911623584
05-09-2030 16:00:00,2079.055,6332.222482661587,11945.566870592036,14285.505367753141,0.0,0.0,0.0,0.0,0.0,39797.014784768144
05-09-2030 17:00:00,1870.364,7631.318793889568,5059.088280006893,11987.589537234731,1696.178219618616,8500.0,0.0,0.0,0.0,38958.77111208301
05-09-2030 18:00:00,2651.0820000000003,8527.45179887138,382.77334602584773,6643.790616498106,5000.0,8500.0,440.122721115451,7000.0,0.0,39145.220482510784
05-09-2030 19:00:00,3384.7299999999996,9854.522249482286,3.244972858394804,4422.680773754766,5000.0,8500.0,2342.018158913692,7000.0,0.0,40507.19615500914
05-09-2030 20:00:00,1892.006,10627.794285959415,1.5171301675612072,4172.883089264352,5000.0,8500.0,314.0412144181646,7000.0,0.0,37508.24171980949
05-09-2030 21:00:00,827.431,11069.60738586176,3.8419916743332423,4144.166495294921,5000.0,8500.0,0.0,4800.17275074483,0.0,34345.21962357584
05-09-2030 22:00:00,1114.897,10964.88434203912,0.7093988283503792,4084.7884139105527,5000.0,8500.0,0.0,2946.428420363576,0.0,32611.707575141598
05-09-2030 23:00:00,1026.607,10766.93520556518,1.194037631876876,3795.0408185038805,5000.0,8500.0,0.0,1716.991618506443,0.0,30806.76868020738
06-09-2030 00:00:00,708.9689999999999,10483.771747868654,0.9341588531742617,3310.9769117711603,5000.0,8500.0,0.0,1470.5024645675348,0.0,29475.154283060525
06-09-2030 01:00:00,655.275,10980.663310879521,1.0184438624832177,2664.3448297783793,5000.0,8500.0,0.0,1020.3067842432647,0.0,28821.60836876365
06-09-2030 02:00:00,583.655,11635.571384971487,1.8683177063485235,2273.9749535504043,5000.0,8500.0,0.0,538.4958438161193,0.0,28533.565500044355
06-09-2030 03:00:00,568.537,11963.436661392872,1.327488896616056,1507.1124657145333,5000.0,8500.0,0.0,1345.2259039816781,0.0,28885.6395199857
06-09-2030 04:00:00,835.9589999999998,11784.059371244082,5.984235660935872,751.1925990080111,5000.0,8500.0,0.0,3962.464855925129,0.0,30839.66006183816
06-09-2030 05:00:00,1174.1619999999998,12083.763133027562,66.5711098525237,334.1271568749757,5000.0,8500.0,0.0,6572.753515752771,0.0,33731.37691550783
06-09-2030 06:00:00,1310.6180000000002,11881.48661434914,2392.71796301652,284.286666835479,5000.0,8500.0,0.0,6148.911951606049,0.0,35518.02119580719
06-09-2030 07:00:00,2013.4780000000003,11088.806446198318,8964.84156388236,1551.9349922380409,5000.0,8500.0,0.0,832.533187046527,0.0,37951.59418936525
