PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
21.966768618353377,23.36723708383487,17.701739061230047,7.501837323663483,5.336552386488748,14.525107555307152,2.0347214728588967,7.566036498263426
