PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
11.013708041628417,43.426237087055355,3.479227453725815,7.783732307727645,5.978862584244254,18.79548444960251,2.968327056723934,6.554421019292054
