PV (%),Wind (%),CSP (%),Biomass & biogas (%),Hydraulic & pumping (%),Cogeneration (%),Combined cycle (%),Importation (%)
14.721509239188943,26.694508036770888,23.563593651783087,6.407244781557367,8.909023843356179,15.40148970302063,0.3366294854536412,3.9660012588692433
