Date time,Hydraulic & pumping (MW),Wind (MW),PV (MW),CSP (MW),Biomass & biogas (MW),Cogeneration (MW),Combined cycle (MW),Importation (MW),Exportation (MW),Demand (MW)
14-02-2030 17:00:00,5701.993,7870.064454300366,845.8281634184758,1746.936515133858,5000.0,8500.0,1720.7825951909326,7000.0,0.0,38385.60472804363
14-02-2030 18:00:00,6694.124,7954.943472435095,7.234463299018719,295.78991561282163,5000.0,8500.0,6033.866186627918,7000.0,0.0,41485.95803797485
14-02-2030 19:00:00,7255.603000000001,7768.215155177784,6.0544731686933355,110.6582078532804,5000.0,8500.0,6744.588048723119,7000.0,0.0,42385.118884922886
14-02-2030 20:00:00,6547.164000000001,8254.240925770933,1.6786764354033725,61.84207450394424,5000.0,8500.0,6068.484000079312,7000.0,0.0,41433.40967678959
14-02-2030 21:00:00,3933.113,9037.181525405018,3.46270913244294,73.40069391318731,5000.0,8500.0,4762.1543640943855,7000.0,0.0,38309.31229254503
14-02-2030 22:00:00,2731.532,9273.992289761763,0.8920163485197838,72.4109438679647,5000.0,8500.0,2171.4040018440937,7000.0,0.0,34750.23125182234
14-02-2030 23:00:00,2475.748,9351.360518728461,1.6927239369548654,71.7949455880709,5000.0,8500.0,0.0,6472.709600455015,0.0,31873.305788708498
15-02-2030 00:00:00,2345.323,9478.331908616066,5.380193094221687,70.56294902828333,5000.0,8500.0,0.0,4121.098145349184,0.0,29520.696196087756
15-02-2030 01:00:00,2184.411,9392.719168430258,0.5408288097324674,72.88159423911951,5000.0,8500.0,0.0,2915.7217411362108,0.0,28066.274332615318
15-02-2030 02:00:00,2209.1159999999995,9331.557912833756,4.129965456138842,69.87081612952626,5000.0,8500.0,0.0,2525.9579125951695,0.0,27640.632607014588
15-02-2030 03:00:00,2248.712,9340.484864455213,2.029863974190689,70.1961185919421,5000.0,8500.0,0.0,2249.5539592575824,0.0,27410.97680627893
15-02-2030 04:00:00,2219.863,9388.352338803677,2.493431525389947,70.65292630512175,5000.0,8500.0,0.0,3009.082467226319,0.0,28190.44416386051
15-02-2030 05:00:00,2363.023,9590.89907232349,0.8990400992955302,61.599827989379264,5000.0,8500.0,0.0,5319.735897346982,0.0,30836.156837759147
15-02-2030 06:00:00,3325.9120000000003,9725.414781687912,27.181915502138295,72.61858373759183,5000.0,8500.0,2369.606570218675,7000.0,0.0,36020.73385114632
15-02-2030 07:00:00,3966.777,9751.757770166962,1511.2442644111318,69.80852416863812,5000.0,8500.0,3205.503960603317,7000.0,0.0,39005.09151935005
15-02-2030 08:00:00,4145.718,9401.84335716222,8002.566636352785,121.92613144504551,5000.0,8500.0,0.0,4850.918612904763,0.0,40022.97273786482
15-02-2030 09:00:00,4233.669,8713.130814700802,13966.131398755637,1171.2272912767144,3725.8839840512155,8500.0,0.0,0.0,0.0,40310.04248878437
15-02-2030 10:00:00,3819.1459999999997,8343.995645277348,18005.85570492769,4458.207955447967,0.0,5284.442755923018,0.0,0.0,0.0,39911.64806157602
15-02-2030 11:00:00,3838.031,8203.203851056654,19978.918606594918,5494.524702098953,0.0,1837.6217905422209,0.0,0.0,0.0,39352.29995029275
15-02-2030 12:00:00,3438.922,7715.783614092236,20153.802977160227,5418.127072734148,0.0,2516.0912220568607,0.0,0.0,0.0,39242.72688604347
15-02-2030 13:00:00,3400.9829999999997,7348.5932025783595,18863.167700864506,4302.478053227626,0.0,4024.1109484182134,0.0,0.0,0.0,37939.332905088704
15-02-2030 14:00:00,3133.939,7134.1017896463645,16085.056532782788,2786.1671412886117,0.0,8081.323634492333,0.0,0.0,0.0,37220.58809821009
15-02-2030 15:00:00,3125.034,7103.877174832577,11544.384273782958,2298.23421165184,4032.296376475535,8500.0,0.0,0.0,0.0,36603.82603674291
15-02-2030 16:00:00,3371.581,7211.357593460074,5198.453542899251,1803.5529862521864,5000.0,8500.0,0.0,5120.68111048299,0.0,36205.6262330945
15-02-2030 17:00:00,4732.4890000000005,7668.385564066775,648.7627879033612,914.805894945195,5000.0,8500.0,2582.3460122634788,7000.0,0.0,37046.78925917881
15-02-2030 18:00:00,5637.145,8624.656164041566,5.000910552331387,666.5032175160961,5000.0,8500.0,5155.827381636176,7000.0,0.0,40589.13267374618
15-02-2030 19:00:00,5759.503,9444.085629119081,6.082568171796321,174.00913207651504,5000.0,8500.0,5658.523917431714,7000.0,0.0,41542.204246799105
15-02-2030 20:00:00,4786.644,9819.414043812392,0.9833251086044862,72.93004354203251,5000.0,8500.0,5707.908425799429,7000.0,0.0,40887.87983826246
15-02-2030 21:00:00,3347.199,9744.012268837429,4.080799200708617,77.26279548825177,5000.0,8500.0,3966.6685121263945,7000.0,0.0,37639.223375652786
15-02-2030 22:00:00,2630.629,9569.321332434241,0.533805058956721,60.42320206149225,5000.0,8500.0,1522.8112390783826,7000.0,0.0,34283.718578633074
15-02-2030 23:00:00,2415.157,9504.81296307247,0.9622538562772469,69.35171645545844,5000.0,8500.0,0.0,6150.252077629528,0.0,31640.536011013734
16-02-2030 00:00:00,2279.126,9646.835516862713,5.4855493558578825,67.39298035197594,5000.0,8500.0,0.0,3932.718559062174,0.0,29431.55860563272
16-02-2030 01:00:00,2188.3480000000004,9502.118704142971,0.3301162864600775,67.29608174614995,5000.0,8500.0,0.0,2812.4631487585193,0.0,28070.5560509341
16-02-2030 02:00:00,2162.1659999999997,8659.896518575497,4.565438004235114,71.3727445198291,5000.0,8500.0,0.0,3209.5459007242935,0.0,27607.546601823855
16-02-2030 03:00:00,2250.001,7836.908896024473,1.6927239369548654,69.42092974533415,5000.0,8500.0,0.0,3793.434957040834,0.0,27451.458506747596
16-02-2030 04:00:00,2267.451,7262.376916834408,3.2309253568433114,68.00205730288215,5000.0,8500.0,0.0,5125.388622956289,0.0,28226.44952245042
16-02-2030 05:00:00,2448.391,7058.784826628918,1.004396360931725,62.811060562204126,5000.0,8500.0,872.5977592969793,7000.0,0.0,30943.58904284903
16-02-2030 06:00:00,3961.4669999999996,7023.380765293268,24.660388973645365,69.13023392785618,5000.0,8500.0,4572.298624555056,7000.0,0.0,36150.937012749826
16-02-2030 07:00:00,4043.781,6822.755121229775,768.4896436267331,70.29993852675564,5000.0,8500.0,6762.5927160172,7000.0,0.0,38967.91841940046
16-02-2030 08:00:00,4771.206,6483.8958482688395,5213.674010830293,111.22575683026122,5000.0,8500.0,2971.38616168746,7000.0,0.0,40051.38777761685
16-02-2030 09:00:00,4116.642,6197.239321345269,11387.24892142796,462.13021517110826,5000.0,8500.0,0.0,4725.799196177901,0.0,40389.05965412224
