Date time,Hydraulic & pumping (MW),Wind (MW),PV (MW),CSP (MW),Biomass & biogas (MW),Cogeneration (MW),Combined cycle (MW),Importation (MW),Exportation (MW),Demand (MW)
14-08-2030 00:00:00,736.1709999999999,11275.588017475464,2.98509407969219,3195.8059974179837,0.0,0.0,0.0,0.0,0.0,26098.04627088685
14-08-2030 01:00:00,732.3050000000001,10584.53032577014,1.7208189400578506,2960.2800932999403,0.0,0.0,0.0,0.0,0.0,25392.730489644484
14-08-2030 02:00:00,736.8310000000001,9833.70781721069,4.417939237944441,2212.9011465640806,0.0,0.0,0.0,0.0,0.0,25061.8704377372
14-08-2030 03:00:00,757.394,9521.800995400266,2.4372415191839765,1310.4775091776496,0.0,3790.0767500652455,0.0,0.0,0.0,25331.22944470172
14-08-2030 04:00:00,865.9849999999999,9018.968650620987,6.447803212135129,850.347558083949,5000.0,8500.0,0.0,2455.7378236017885,0.0,26697.486835518863
14-08-2030 05:00:00,993.846,8854.83581674313,291.02911339304916,926.5237049211523,5000.0,8500.0,0.0,3503.5429216369994,0.0,28069.777556694335
14-08-2030 06:00:00,1226.107,8357.07246570383,3663.7710221494544,816.6060792695419,5000.0,8500.0,0.0,2285.6641981528664,0.0,29849.220765275695
14-08-2030 07:00:00,1616.184,7465.819106835913,9914.452668763266,2122.0171756282894,2634.3487793746845,8500.0,0.0,0.0,0.0,32252.821730602154
14-08-2030 08:00:00,1730.727,7886.549531996376,15119.838653678176,9768.528407871712,0.0,0.0,0.0,0.0,0.0,33726.90057362909
14-08-2030 09:00:00,1820.1770000000001,8516.92722665483,18670.478122082684,13530.852104251346,0.0,0.0,0.0,0.0,0.0,34826.718310880904
14-08-2030 10:00:00,2096.656,9401.028767895836,20928.88089901461,14463.425050707634,0.0,0.0,0.0,0.0,0.0,35814.82212472402
14-08-2030 11:00:00,1879.4339999999997,11163.369963453635,21987.388235922685,14578.000730767882,0.0,0.0,0.0,0.0,0.0,36686.930296839644
14-08-2030 12:00:00,1636.6009999999999,13084.090586375856,22212.351949519063,14602.439943422993,0.0,0.0,0.0,0.0,-308.58740179777305,36933.04353589492
14-08-2030 13:00:00,1569.604,13668.63826603737,21586.058140347315,14735.045685495861,0.0,0.0,0.0,0.0,-743.817122335111,36824.30040638468
14-08-2030 14:00:00,1528.795,14031.998332865238,19640.767149247386,13746.001615829984,0.0,0.0,0.0,0.0,0.0,35749.62323214229
14-08-2030 15:00:00,1357.6940000000002,14106.262049712584,16157.604854545472,13699.628711613259,0.0,0.0,0.0,0.0,0.0,35934.710237650426
14-08-2030 16:00:00,1323.75,14023.741987419497,11304.417828529586,13309.424947280984,0.0,0.0,0.0,0.0,0.0,35741.838289744475
14-08-2030 17:00:00,1415.289,13556.783128298868,5849.2180997737005,11445.033479228052,0.0,0.0,0.0,0.0,0.0,35380.033091805846
14-08-2030 18:00:00,1686.145,13261.911675722762,1222.0062074658977,6953.658515271646,0.0,0.0,0.0,0.0,0.0,34938.82148140949
14-08-2030 19:00:00,2116.239,11989.892075024909,12.979891433579215,4011.9483476453584,0.0,0.0,0.0,0.0,0.0,36105.00585260271
14-08-2030 20:00:00,1647.4689999999998,11232.604133983106,0.9130876008470229,3404.4079317743767,0.0,0.0,0.0,0.0,0.0,34910.40644165746
14-08-2030 21:00:00,1316.056,10467.998696141563,2.9429515750377115,2627.9594032907203,0.0,0.0,0.0,0.0,0.0,32413.77541467706
14-08-2030 22:00:00,1076.2230000000002,9633.488481594839,0.6742800744716475,2242.3098734322684,0.0,0.0,0.0,0.0,0.0,30774.461169256414
14-08-2030 23:00:00,985.4469999999999,9352.2737265501,1.10975262256792,1198.9956631748482,5000.0,8500.0,0.0,2595.316757018076,0.0,28913.08144193801
15-08-2030 00:00:00,825.251,8465.809284725245,2.4864077746142006,973.187304955354,5000.0,8500.0,0.0,3690.563216090748,0.0,27457.29721354596
